player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,2,0,254,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,12,0,113,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,,,83.3,,,0,0,,64.6,0,,0.0,0,0,0.0,0,10,83.3,12,0,1,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,59,0,347,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,1.7,1,0,0,0,0,0,0,0.0,,0,1,9.3,25.0,97.3,34.0,8.5,0,0,0.0,61.2,1,8,0.0,0,0,0.0,1,36,61.0,37,0,1,4,0,8,3,0.2,8.0
Clifford Chattman,42657,S,UTSA,1,29,0,331,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,5,17.2,5,0,0,0,0,0,0,0.0,,0,0,15.3,0.0,95.0,,4.5,0,1,25.0,64.9,1,,,0,0,0.0,0,19,65.5,20,0,0,4,0,0,0,0.0,
Anthony Watts,42807,DI,MARSHALL,1,4,0,214,0,,,12.5,,,0,0,,59.2,0,,,0,0,0.0,0,1,25.0,8,0,0,0,0,0,0,0.0,,0,0,,,30.0,,,0,0,,56.0,0,,,0,0,0.0,0,3,75.0,10,0,0,0,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,1,31,0,221,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,9.7,3,0,0,0,0,0,0,0.0,,0,0,2.2,83.3,92.9,5.2,4.3,0,1,16.7,48.5,0,23,25.0,1,1,114.6,5,26,83.9,28,1,3,6,0,69,61,2.7,13.8
Jaydon Grant,43354,S,OREGON ST,1,38,0,265,0,,,84.6,,,0,0,,67.9,0,,0.0,0,0,0.0,0,11,28.9,13,0,2,0,0,0,0,0.0,,0,0,17.0,100.0,100.0,20.0,20.0,0,0,0.0,62.9,0,16,0.0,0,0,118.8,1,21,55.3,21,1,1,1,0,16,-1,0.8,16.0
Jon-Michael Terry,43635,LB,TULSA,1,49,0,320,0,,,63.2,,,0,0,,64.0,0,,,0,0,0.0,0,12,24.5,19,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,59.5,0,,50.0,1,0,0.0,0,22,44.9,22,1,1,0,0,0,0,0.0,
Sione Tupou,44093,LB,TEXAS ST,1,33,0,314,0,1.5,100.0,85.7,3.0,3.0,0,0,0.0,46.6,0,18,0.0,0,0,158.3,2,6,18.2,7,0,1,2,1,26,23,4.3,13.0,0,0,13.0,100.0,95.8,22.0,22.0,0,0,0.0,58.0,0,16,,0,0,118.8,1,23,69.7,24,0,0,1,0,16,3,0.7,16.0
Semisi Fakasiieiki,44340,LB,PURDUE,1,7,0,273,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,0.3,66.7,100.0,3.0,2.0,0,0,0.0,69.7,0,3,0.0,0,0,70.1,2,6,85.7,6,2,2,3,0,4,10,0.7,2.0
Penei Pavihi,52079,LB,HAWAII,1,32,0,180,0,,,90.9,,,0,0,,63.3,0,,,0,0,0.0,0,10,31.3,11,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,56.9,0,,,0,0,0.0,0,15,46.9,15,0,0,0,0,0,0,0.0,
George Nyakwol,52203,S,RICE,1,24,0,275,1,,,87.5,,,0,0,,66.2,0,,0.0,0,0,0.0,0,14,58.3,16,0,0,0,0,0,0,0.0,,0,0,7.3,66.7,100.0,4.0,2.7,0,0,0.0,51.5,0,11,0.0,0,0,88.2,2,9,37.5,9,0,4,3,0,22,1,2.8,11.0
Alii Matau,52219,LB,S JOSE ST,1,30,0,285,0,24.0,0.0,75.0,,6.0,0,0,0.0,63.4,0,,,0,0,39.6,0,6,20.0,8,0,0,1,0,0,0,0.0,,0,1,2.0,66.7,55.6,9.5,6.3,0,0,0.0,72.3,0,5,0.0,0,0,70.1,2,20,66.7,36,2,3,3,0,7,6,0.4,3.5
Rico Tolefree,52250,LB,S JOSE ST,1,14,0,285,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,0,25.0,100.0,84.6,11.0,11.0,0,0,0.0,59.1,0,27,0.0,0,0,118.8,1,11,78.6,13,0,1,1,0,27,2,2.5,27.0
Tre White,52261,S,S JOSE ST,1,6,0,285,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,21.0,100.0,100.0,5.0,5.0,0,1,100.0,47.6,0,22,,0,1,158.3,1,5,83.3,5,0,0,1,1,22,1,4.4,22.0
Gabe Reid,52273,ED,UTAH,1,1,0,328,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,7.0,100.0,7.7,1.0,1.0,0,0,0.0,56.4,0,14,100.0,1,0,118.8,1,1,100.0,13,0,0,1,0,14,7,14.0,14.0
Bentlee Sanders,52291,S,NEVADA,1,31,0,239,0,13.0,66.7,100.0,4.5,3.0,0,0,0.0,39.3,0,12,0.0,0,0,85.4,2,9,29.0,9,0,2,3,0,20,9,2.2,10.0,0,0,-2.0,100.0,100.0,20.0,20.0,0,0,0.0,61.4,0,7,100.0,1,0,95.8,1,21,67.7,21,0,0,1,0,7,9,0.4,7.0
Mekhi LaPointe,52315,S,USF,1,32,0,327,0,-4.0,100.0,100.0,4.0,4.0,0,0,0.0,73.9,0,0,0.0,0,0,79.2,1,5,15.6,5,1,1,1,0,0,4,0.0,0.0,0,1,6.0,100.0,100.0,16.0,16.0,0,0,0.0,66.6,0,7,0.0,0,0,95.8,1,16,50.0,16,0,0,1,0,7,1,0.4,7.0
Nick Roberts,52318,S,SMU,1,48,0,287,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,9,18.8,9,0,0,0,0,0,0,0.0,,0,1,9.3,100.0,91.2,10.0,10.0,0,0,0.0,78.1,0,23,16.7,1,0,106.9,3,31,64.6,34,1,4,3,0,29,1,1.0,9.7
Bryce Dugan,52425,DI,OHIO,1,1,0,259,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,4.5,,,0,0,,59.4,0,,,0,0,0.0,0,1,100.0,22,1,0,0,0,0,0,0.0,
Cole Pearce,52970,LB,BALL ST,1,54,0,117,0,3.0,33.3,93.5,27.0,9.0,0,0,0.0,41.6,0,10,50.0,1,0,43.8,1,29,53.7,31,0,1,3,0,10,5,0.4,10.0,0,1,,,95.5,,,1,0,,66.0,0,,0.0,0,0,0.0,0,21,38.9,22,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,LB,CINCINNATI,1,15,0,138,0,-4.0,100.0,100.0,3.0,3.0,0,0,0.0,42.0,0,12,,0,0,116.7,1,3,20.0,3,0,0,1,0,12,16,4.0,12.0,0,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,12,80.0,12,0,0,0,0,0,0,0.0,
Ja'von Hicks,53569,S,CINCINNATI,1,24,0,138,0,,,100.0,,,0,0,,51.2,0,,0.0,0,0,0.0,0,8,33.3,8,0,1,0,0,0,0,0.0,,0,0,29.0,0.0,100.0,,15.0,0,0,0.0,74.1,0,,0.0,0,0,39.6,0,15,62.5,15,1,1,1,0,0,0,0.0,
Ivan Pace Jr.,53587,LB,CINCINNATI,1,12,0,138,0,,,62.5,,,0,0,,72.8,0,,0.0,0,0,0.0,0,5,41.7,8,1,1,0,0,0,0,0.0,,0,0,,,40.0,,,0,0,,61.9,0,,,0,0,0.0,0,6,50.0,15,0,0,0,0,0,0,0.0,
Carrington Valentine,53750,CB,KENTUCKY,1,38,0,202,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,15.6,42.9,100.0,8.7,3.7,2,2,28.6,63.3,0,12,0.0,0,1,53.3,3,29,76.3,29,0,3,7,0,26,8,1.0,8.7
Jaheim Thomas,54193,LB,CINCINNATI,1,7,0,138,1,,,100.0,,,0,0,,62.7,0,,0.0,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,61.4,0,,,0,0,0.0,0,4,57.1,6,0,0,0,0,0,0,0.0,
Isaiah Norman,54967,S,MARSHALL,1,21,0,214,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,7,33.3,7,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,8,38.1,8,0,0,0,0,0,0,0.0,
Aapri Washington,55013,CB,E CAROLINA,1,11,0,156,0,13.0,100.0,100.0,2.0,2.0,0,0,0.0,48.1,0,24,0.0,0,0,118.8,1,2,18.2,2,0,2,1,0,24,11,12.0,24.0,0,0,10.0,100.0,100.0,7.0,7.0,0,0,0.0,51.5,0,15,0.0,0,0,118.8,1,7,63.6,7,0,2,1,0,15,5,2.1,15.0
Tim Terry,55020,LB,AKRON,1,23,0,102,0,,,66.7,,,0,0,,61.0,0,,,0,0,0.0,0,4,17.4,6,0,0,0,0,0,0,0.0,,0,0,2.5,50.0,82.4,13.0,6.5,0,1,50.0,66.4,0,7,,0,1,58.3,1,14,60.9,17,0,0,2,0,7,6,0.5,7.0
Isaiah King,55037,CB,BUFFALO,1,38,0,126,0,17.2,45.5,100.0,5.0,2.3,0,2,18.2,47.2,0,15,0.0,0,1,85.8,5,28,73.7,28,1,3,11,1,41,13,1.6,8.2,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,8,21.1,8,0,0,0,0,0,0,0.0,
Troy Brown,55050,LB,OLE MISS,1,33,0,226,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.0,2,0,0,0,0,0,0,0.0,,0,3,3.0,100.0,100.0,6.5,6.5,0,0,0.0,60.5,0,8,0.0,0,0,95.8,2,13,39.4,13,1,1,2,0,14,8,1.1,7.0
Wilson Huber,55090,LB,CINCINNATI,1,10,0,138,0,,,80.0,,,0,0,,61.1,0,,,0,0,0.0,0,4,40.0,5,0,0,0,0,0,0,0.0,,0,0,,,55.6,,,0,0,,61.6,0,,,0,0,0.0,0,5,50.0,9,0,0,0,0,0,0,0.0,
Jordan Swann,55103,CB,JAMES MAD,1,36,0,197,0,6.0,100.0,100.0,5.0,5.0,0,0,0.0,54.9,0,9,0.0,0,0,104.2,1,5,13.9,5,0,1,1,0,9,3,1.8,9.0,0,1,16.3,25.0,100.0,26.0,6.5,0,1,25.0,67.2,0,6,0.0,0,0,39.6,1,26,72.2,26,0,0,4,0,6,1,0.2,6.0
Dorian Hall,55168,S,FIU,1,24,0,166,0,,,75.0,,,0,0,,62.4,0,,,0,0,0.0,0,3,12.5,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,66.1,0,,0.0,0,0,0.0,0,10,41.7,10,0,1,0,0,0,0,0.0,
Chris Bacon,55196,S,BOWL GREEN,1,21,0,122,0,,,66.7,,,0,0,,60.6,0,,,0,0,0.0,0,2,9.5,3,0,0,0,0,0,0,0.0,,0,0,16.0,0.0,93.3,,14.0,0,0,0.0,58.5,0,,0.0,0,0,39.6,0,14,66.7,15,0,3,1,0,0,0,0.0,
Jaylon Jones,55197,CB,GA STATE,1,35,0,175,0,5.0,100.0,100.0,6.0,6.0,0,0,0.0,63.7,0,5,,0,0,87.5,1,6,17.1,6,0,0,1,0,5,0,0.8,5.0,0,1,18.0,20.0,100.0,20.0,4.0,0,2,40.0,58.3,0,32,0.0,0,0,93.3,1,21,60.0,21,0,0,5,1,32,0,1.6,32.0
Zachary Ford,55353,S,TOLEDO,1,14,0,316,0,,,77.8,,,0,0,,62.5,0,,,0,0,0.0,0,7,50.0,9,1,0,0,0,0,0,0.0,,0,0,6.0,0.0,85.7,,6.0,0,0,0.0,63.9,0,,,0,0,39.6,0,6,42.9,7,0,0,1,0,0,0,0.0,
Nate Givhan,55355,ED,TOLEDO,1,4,0,316,0,,,33.3,,,0,0,,60.8,0,,,0,0,0.0,0,3,75.0,9,2,0,0,0,0,0,0.0,,0,0,,,10.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,10,0,0,0,0,0,0,0.0,
Tyler Williams,55432,DI,WAKE,1,1,0,339,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,21,0,0,0,0,0,0,,
DJ Taylor,55438,LB,BOWL GREEN,1,17,0,122,0,,,66.7,,,0,0,,60.2,0,,,0,0,0.0,0,2,11.8,3,0,0,0,0,0,0,0.0,,0,0,,,90.9,,,0,0,,70.4,0,,33.3,1,0,0.0,0,10,58.8,11,1,2,0,0,0,0,0.0,
Malik Hausman,55567,CB,HAWAII,1,32,0,180,0,25.0,0.0,100.0,,11.0,0,1,100.0,71.2,0,,0.0,0,0,39.6,0,11,34.4,11,0,1,1,0,0,0,0.0,,0,0,15.7,33.3,100.0,14.0,4.7,0,2,66.7,75.5,0,11,,0,2,45.1,1,15,46.9,15,0,0,3,0,11,0,0.8,11.0
Azizi Hearn,55569,CB,UCLA,1,34,0,324,0,37.0,100.0,100.0,2.0,2.0,0,0,0.0,29.8,0,38,,0,0,158.3,1,3,8.8,3,0,0,1,1,38,1,19.0,38.0,0,0,2.3,100.0,100.0,5.5,5.5,0,0,0.0,78.4,0,10,0.0,0,0,87.5,4,24,70.6,24,3,4,4,0,20,11,0.9,5.0
Wylan Free,55596,S,GA SOUTHRN,1,24,0,174,0,7.0,50.0,90.0,9.0,4.5,0,0,0.0,47.7,0,33,,0,0,95.8,1,9,37.5,10,0,0,2,0,33,31,3.7,33.0,0,0,12.0,0.0,100.0,,12.0,0,1,100.0,74.4,0,,0.0,0,1,39.6,0,12,50.0,12,0,1,1,0,0,0,0.0,
Cedrick Dort Jr.,55614,CB,WISCONSIN,1,25,0,349,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,8.0,2,0,0,0,0,0,0,0.0,,0,0,16.0,0.0,100.0,,18.0,0,0,0.0,60.5,0,,,0,0,39.6,0,19,76.0,19,0,0,1,0,0,0,0.0,
Zack Sanders,55638,CB,OHIO,1,33,0,259,0,5.0,100.0,83.3,5.0,5.0,0,0,0.0,64.4,0,6,0.0,0,0,91.7,1,5,15.2,6,0,1,1,0,6,1,1.2,6.0,0,0,5.2,40.0,93.1,13.0,5.2,0,0,0.0,60.7,1,18,,0,0,24.2,2,27,81.8,29,0,0,5,0,34,29,1.3,17.0
Tre Shaw,55648,CB,W KENTUCKY,1,17,0,346,0,14.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,13,,0,0,158.3,1,1,5.9,1,0,0,1,1,13,0,13.0,13.0,0,0,15.3,0.0,92.3,,4.0,0,1,33.3,58.0,0,,0.0,0,1,39.6,0,12,70.6,13,0,1,3,0,0,0,0.0,
Tariq Drake,55668,S,OHIO,1,36,0,259,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,6,16.7,6,0,0,0,0,0,0,0.0,,0,1,12.0,33.3,100.0,28.0,9.3,0,0,0.0,90.7,2,7,50.0,1,0,2.8,1,29,80.6,29,0,0,3,0,7,9,0.3,7.0
Justin Broiles,55678,S,OKLAHOMA,1,18,0,261,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,11.1,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,53.6,0,,0.0,0,0,0.0,0,9,50.0,9,0,3,0,0,0,0,0.0,
Grayson Cash,55727,S,UAB,1,21,0,321,0,,,100.0,,,0,0,,65.2,0,,0.0,0,0,0.0,0,5,23.8,5,0,1,0,0,0,0,0.0,,0,0,10.0,50.0,100.0,14.0,7.0,0,0,0.0,45.9,0,3,0.0,0,0,56.3,1,14,66.7,14,1,2,2,0,3,0,0.2,3.0
Andre Grayson,55735,CB,UTAH ST,1,13,0,329,0,6.0,0.0,100.0,,3.0,0,1,100.0,75.8,0,,,0,1,39.6,0,3,23.1,3,0,0,1,0,0,0,0.0,,0,0,16.0,0.0,100.0,,7.0,0,0,0.0,55.2,0,,,0,0,39.6,0,8,61.5,8,0,0,1,0,0,0,0.0,
Zahodri Jackson,55736,CB,N TEXAS,1,25,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.0,1,0,0,0,0,0,0,0.0,,0,0,15.5,100.0,100.0,10.0,10.0,0,0,0.0,54.1,0,48,0.0,0,0,158.3,2,20,80.0,20,0,2,2,1,96,65,4.8,48.0
Keyon Blankenbaker,55749,CB,TEXAS TECH,1,1,0,315,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,1,,0,0,118.8,1,1,100.0,1,0,0,1,1,1,4,1.0,1.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
C.J. Coldon Jr.,55750,CB,OKLAHOMA,1,55,0,261,0,3.8,75.0,100.0,4.0,3.0,0,1,25.0,52.6,0,14,33.3,1,1,96.9,3,12,21.8,12,0,2,4,0,31,12,2.6,10.3,0,1,12.1,77.8,100.0,4.4,3.4,0,0,0.0,54.5,1,34,0.0,0,0,79.2,7,31,56.4,31,1,3,9,0,118,35,3.8,16.9
Steven Jones Jr.,55785,CB,APP STATE,1,37,0,108,0,5.5,100.0,100.0,2.5,2.5,0,0,0.0,67.1,0,6,0.0,0,0,89.6,2,5,13.5,5,0,2,2,0,11,0,2.2,5.5,0,0,15.8,75.0,100.0,8.7,6.5,0,1,25.0,64.3,0,25,0.0,0,1,139.6,3,28,75.7,28,1,1,4,1,34,0,1.3,11.3
Jarques McClellion,55795,S,FLORIDA ST,1,9,0,167,0,14.0,0.0,83.3,,5.0,0,0,0.0,74.5,0,,0.0,0,0,39.6,0,5,55.6,6,0,1,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,32.1,0,,,0,0,0.0,0,4,44.4,4,0,0,0,0,0,0,0.0,
