player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,9,0,254,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,1,0,0,0,0,0,0,0.0,,0,0,,,77.8,,,0,0,,51.2,0,,,0,0,0.0,0,7,77.8,9,0,0,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,42,0,113,0,18.0,0.0,100.0,,6.0,0,0,0.0,51.6,0,,,0,0,39.6,0,7,16.7,7,0,0,1,0,0,0,0.0,,0,0,3.0,100.0,96.2,22.0,22.0,0,0,0.0,58.5,0,11,0.0,0,0,112.5,1,25,59.5,26,0,1,1,0,11,8,0.5,11.0
Monte McGary,42477,CB,KANSAS,1,3,0,198,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,37,0,347,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,8.1,3,0,0,0,0,0,0,0.0,,0,0,16.3,75.0,100.0,7.0,5.3,0,1,25.0,47.6,0,30,0.0,0,1,116.7,3,23,62.2,23,0,1,4,0,68,10,3.2,22.7
Brandon Moore,42620,CB,NEBRASKA,1,30,0,238,0,6.0,100.0,100.0,14.0,14.0,0,0,0.0,60.9,0,11,0.0,0,0,112.5,1,15,50.0,15,0,1,1,0,11,5,0.8,11.0,0,1,13.0,100.0,100.0,13.0,13.0,0,0,0.0,66.3,0,13,0.0,0,0,118.8,1,13,43.3,13,0,0,1,0,13,0,1.0,13.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,38,0,146,0,,,70.0,,,0,0,,62.2,0,,,0,0,0.0,0,7,18.4,10,0,0,0,0,0,0,0.0,,0,0,1.3,66.7,79.3,10.5,7.0,0,0,0.0,63.8,0,7,50.0,1,0,75.7,2,23,60.5,29,1,1,3,0,13,14,0.6,6.5
Clifford Chattman,42657,S,UTSA,1,34,0,331,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,6,17.6,6,0,0,0,0,0,0,0.0,,0,0,7.0,100.0,95.0,19.0,19.0,0,0,0.0,46.5,0,55,0.0,0,0,118.8,1,19,55.9,20,0,3,1,0,55,48,2.9,55.0
Justin Clark,43185,CB,WISCONSIN,1,12,0,349,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,16.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.6,0,,,0,0,0.0,0,8,66.7,8,0,0,0,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,1,35,0,221,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.9,1,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,92.9,23.0,23.0,0,0,0.0,50.3,0,17,100.0,1,0,118.8,1,26,74.3,28,0,0,1,0,17,16,0.7,17.0
Jaydon Grant,43354,S,OREGON ST,1,60,0,265,0,16.0,50.0,93.3,14.0,7.0,0,0,0.0,54.4,0,25,0.0,0,0,95.8,1,14,23.3,15,1,1,2,0,25,13,1.8,25.0,0,1,1.5,50.0,97.7,41.0,20.5,0,1,50.0,69.5,0,4,0.0,0,1,56.3,1,42,70.0,43,0,3,2,0,4,9,0.1,4.0
