player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Shaun Myers,62235,LB,COLORADO,1,17,0,143,0,,,57.1,,,0,0,,63.2,0,,,0,0,0.0,0,8,47.1,14,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,8,47.1,8,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,10,0,321,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,30.0,3,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,6.0,6.0,0,0,0.0,49.4,0,14,,0,0,118.8,1,6,60.0,6,0,0,1,0,14,8,2.3,14.0
Jadon Pearson,72538,LB,FRESNO ST,1,31,0,169,0,,,100.0,,,0,0,,72.3,0,,0.0,0,0,0.0,0,4,12.9,4,1,1,0,0,0,0,0.0,,0,0,1.3,75.0,100.0,9.0,6.8,0,0,0.0,67.0,0,9,0.0,0,0,78.1,3,27,87.1,27,3,4,4,0,13,11,0.5,4.3
Marco Notarainni,73389,LB,BOISE ST,1,14,0,120,1,,,72.7,,,0,0,,72.3,0,,0.0,0,0,0.0,0,8,57.1,11,1,1,0,0,0,0,0.0,,0,0,4.0,0.0,54.5,,6.0,0,0,0.0,61.4,0,,,0,0,39.6,0,6,42.9,11,0,0,1,0,0,0,0.0,
Gio De Leon,73658,LB,BUFFALO,1,4,0,126,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,100.0,2.0,2.0,0,0,0.0,60.9,0,9,,0,0,104.2,1,3,75.0,3,0,0,1,0,9,8,4.5,9.0
Zion Branch,74395,S,GEORGIA,1,20,0,173,0,,,80.0,,,0,0,,46.6,0,,,0,0,0.0,0,4,20.0,5,0,0,0,0,0,0,0.0,,0,0,21.3,66.7,100.0,6.5,4.3,0,0,0.0,45.7,0,20,0.0,0,0,88.2,2,15,75.0,15,1,1,3,0,22,5,1.7,11.0
Brendon Harris,83446,S,MIDDLE TN,1,28,0,224,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,4,14.3,4,0,0,0,0,0,0,0.0,,0,0,29.0,50.0,100.0,24.0,12.0,0,0,0.0,49.8,0,56,0.0,0,0,135.4,1,24,85.7,24,1,1,2,1,56,26,2.3,56.0
Kalib Perry,86267,LB,LOUISVILLE,1,9,0,210,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,1,1.5,50.0,77.8,7.0,3.5,0,1,50.0,67.8,0,3,0.0,0,1,56.3,1,7,77.8,9,0,1,2,0,3,4,0.4,3.0
David Reese,90079,ED,SYRACUSE,1,3,0,304,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,4,0,0,0,0,0,0,0.0,,0,0,,,20.0,,,0,0,,62.0,0,,0.0,0,0,0.0,0,2,66.7,10,0,1,0,0,0,0,0.0,
Solomon Brown,97386,S,BUFFALO,1,16,0,126,0,4.0,0.0,100.0,,4.0,0,0,0.0,61.8,0,,,0,0,39.6,0,4,25.0,4,0,0,1,0,0,0,0.0,,0,0,,,92.3,,,0,0,,64.2,0,,,0,0,0.0,0,12,75.0,13,0,0,0,0,0,0,0.0,
Marvae Myers,97517,CB,MARSHALL,1,15,0,214,0,7.5,50.0,100.0,4.0,2.0,0,0,0.0,47.6,0,69,,0,0,135.4,1,5,33.3,5,0,0,2,1,69,64,17.3,69.0,0,0,,,100.0,,,0,0,,63.7,0,,,0,0,0.0,0,5,33.3,5,0,0,0,0,0,0,0.0,
Jett Elad,97543,S,RUTGERS,1,30,0,278,0,,,75.0,,,0,0,,61.5,0,,,0,0,0.0,0,3,10.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.6,0,,0.0,0,0,0.0,0,9,30.0,9,0,1,0,0,0,0,0.0,
