player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
DeShawn Pace,53549,LB,UCF,1,33,0,323,0,,,85.7,,,0,0,,63.9,0,,,0,0,0.0,0,6,18.2,7,0,0,0,0,0,0,0.0,,0,0,3.5,100.0,84.6,10.5,10.5,0,0,0.0,70.7,1,11,0.0,0,0,62.5,2,22,66.7,26,0,1,2,0,17,10,0.8,8.5
Jaheim Thomas,54193,LB,WISCONSIN,1,30,0,349,0,,,68.8,,,0,0,,53.2,0,,,0,0,0.0,0,11,36.7,16,0,0,0,0,0,0,0.0,,0,1,6.5,50.0,95.0,8.5,4.3,0,0,0.0,43.8,0,10,0.0,0,0,63.5,2,19,63.3,20,0,1,4,0,19,11,1.1,9.5
Alex Howard,62494,LB,DUKE,1,10,0,154,0,0.0,100.0,100.0,5.0,5.0,0,0,0.0,53.6,0,8,0.0,0,0,100.0,1,5,50.0,5,1,2,1,0,8,8,1.6,8.0,0,0,,,66.7,,,0,0,,49.3,0,,100.0,1,0,0.0,0,4,40.0,6,0,0,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,19,0,138,0,7.0,100.0,100.0,4.0,4.0,0,0,0.0,31.7,0,7,100.0,1,0,95.8,1,4,21.1,4,0,0,1,0,7,0,1.8,7.0,0,0,20.0,100.0,100.0,6.0,6.0,0,0,0.0,43.2,0,28,,0,0,118.8,1,6,31.6,6,0,0,1,0,28,8,4.7,28.0
Tuasivi Nomura,70879,LB,FRESNO ST,1,25,0,169,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,5,20.0,5,0,0,0,0,0,0,0.0,,0,0,14.0,100.0,100.0,5.5,5.5,0,0,0.0,36.5,0,17,0.0,0,0,158.3,2,12,48.0,12,0,1,2,1,33,5,3.0,16.5
Domani Jackson,71370,CB,ALABAMA,1,52,0,103,0,8.0,25.0,100.0,24.0,6.0,0,1,25.0,71.3,1,11,0.0,0,0,0.0,1,28,53.8,28,0,2,4,0,11,4,0.5,11.0,0,0,14.5,50.0,100.0,15.0,7.5,0,0,0.0,66.1,0,4,,0,0,56.3,1,15,28.8,15,0,0,2,0,4,6,0.3,4.0
William Nimmo Jr.,71391,S,S DIEGO ST,1,23,0,284,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,10,43.5,10,0,0,0,0,0,0,0.0,,0,0,10.2,40.0,100.0,5.5,2.2,0,0,0.0,32.7,0,16,0.0,0,0,52.1,2,11,47.8,11,0,2,5,0,20,0,1.8,10.0
Easton Mascarenas-Arnold,71410,LB,USC,1,22,0,326,0,,,69.2,,,0,0,,62.6,0,,,0,0,0.0,0,9,40.9,13,0,0,0,0,0,0,0.0,,0,0,12.0,33.3,91.7,10.0,3.3,0,0,0.0,29.4,0,13,,0,0,47.9,1,11,50.0,12,0,0,3,0,13,3,1.3,13.0
Sheldon Newton,71957,DI,BOISE ST,1,1,0,120,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,5.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,18,0,0,0,0,0,0,0.0,
Kamren Fabiculanan,72332,S,WASHINGTON,1,23,0,340,0,4.0,50.0,87.5,14.0,7.0,0,0,0.0,59.4,0,7,0.0,0,0,58.3,1,14,60.9,16,0,2,2,0,7,8,0.5,7.0,0,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,9,39.1,9,0,0,0,0,0,0,0.0,
