player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,35,0,289,0,,,100.0,,,0,0,,71.4,0,,,0,0,0.0,0,15,42.9,15,0,0,0,0,0,0,0.0,,0,0,22.0,0.0,94.7,,18.0,0,1,100.0,64.8,0,,66.7,2,1,39.6,0,18,51.4,19,0,1,1,0,0,0,0.0,
Devin Taylor,22317,CB,BOWL GREEN,1,25,0,122,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,11.5,100.0,100.0,6.5,6.5,0,0,0.0,53.2,0,83,0.0,0,0,158.3,2,13,52.0,13,1,2,2,1,84,61,6.5,42.0
Cortez Davis,22974,CB,HAWAII,1,59,0,180,0,15.0,100.0,100.0,22.0,22.0,0,0,0.0,61.6,0,17,,0,0,118.8,1,23,39.0,23,0,0,1,0,17,2,0.8,17.0,0,1,,,100.0,,,0,1,,71.0,0,,50.0,1,1,0.0,0,27,45.8,27,0,0,0,0,0,0,0.0,
Reggie Stubblefield,23441,S,KANSAS ST,1,30,0,199,0,,,57.1,,,0,0,,61.9,0,,,0,0,0.0,0,4,13.3,7,0,0,0,0,0,0,0.0,,0,0,1.3,66.7,88.2,7.5,5.0,0,0,0.0,64.0,0,6,0.0,0,0,71.5,2,15,50.0,17,1,1,3,0,10,8,0.7,5.0
Colby Burton,23898,CB,HAWAII,1,1,0,180,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,12,,0,0,116.7,1,1,100.0,1,0,0,1,0,12,3,12.0,12.0
Darion Dunn,23963,CB,TEXAS,1,17,0,311,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,17.6,3,0,0,0,0,0,0,0.0,,0,0,13.0,66.7,92.9,6.5,4.3,0,0,0.0,60.6,0,20,0.0,0,0,109.7,2,13,76.5,14,0,3,3,0,39,7,3.0,19.5
Darren Evans,24171,CB,LSU,1,28,0,211,0,3.5,75.0,100.0,5.0,3.8,0,0,0.0,49.0,0,16,0.0,0,0,91.7,3,16,57.1,16,0,3,4,0,26,19,1.7,8.7,0,0,2.5,100.0,100.0,5.5,5.5,0,0,0.0,64.1,0,7,0.0,0,0,87.5,2,12,42.9,12,0,1,2,0,10,5,0.9,5.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,24,0,160,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,2,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,93.8,15.0,15.0,0,0,0.0,71.4,0,4,25.0,1,0,83.3,1,15,62.5,16,2,3,1,0,4,2,0.3,4.0
Luc Bequette,25776,DI,CAL,1,2,0,130,0,,,16.7,,,0,0,,58.1,0,,,0,0,0.0,0,2,100.0,12,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,
Demario McCall,28012,CB,OHIO STATE,1,11,0,260,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,2,18.2,2,0,0,0,0,0,0,0.0,,0,0,24.0,0.0,100.0,,8.0,0,0,0.0,55.4,0,,,0,0,39.6,0,8,72.7,8,0,0,1,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,32,0,311,0,8.0,0.0,100.0,,4.0,0,1,100.0,78.5,0,,,0,1,39.6,0,4,12.5,4,0,0,1,0,0,0,0.0,,0,0,7.0,50.0,100.0,22.0,11.0,0,0,0.0,60.8,0,11,100.0,1,0,66.7,1,22,68.8,22,0,0,2,0,11,6,0.5,11.0
Richard Moore,28853,LB,SMU,1,9,0,287,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,3,0,0,0,0,0,0,0.0,,0,0,,,83.3,,,0,0,,49.5,0,,,0,0,0.0,0,5,55.6,6,0,0,0,0,0,0,0.0,
Jack Jones,29050,CB,ARIZONA ST,1,22,0,110,0,1.3,100.0,100.0,3.3,3.3,0,0,0.0,53.8,0,10,0.0,0,0,129.9,3,11,50.0,11,1,1,3,1,17,13,1.7,5.7,0,0,-1.0,100.0,100.0,9.0,9.0,0,0,0.0,66.8,0,7,0.0,0,0,95.8,1,11,50.0,11,0,1,1,0,7,8,0.8,7.0
Marshaun Cameron,30624,CB,COLO STATE,1,39,0,144,0,19.7,66.7,100.0,6.5,4.3,0,1,33.3,53.2,0,42,,0,1,149.3,2,13,33.3,13,0,0,3,1,53,7,4.1,26.5,0,0,19.3,66.7,100.0,12.0,8.0,0,0,0.0,43.4,0,93,0.0,0,0,149.3,2,24,61.5,24,0,3,3,1,101,74,4.2,50.5
Brian Cavicante,33444,LB,MARSHALL,1,4,0,214,1,,,100.0,,,0,0,,62.2,0,,0.0,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,,
Ferrod Gardner,34595,LB,LA LAFAYET,1,29,0,207,0,11.0,0.0,50.0,,1.0,0,0,0.0,71.4,0,,,0,0,39.6,0,3,10.3,6,0,0,1,0,0,0,0.0,,0,0,2.0,100.0,82.8,24.0,24.0,0,0,0.0,51.2,0,9,100.0,2,0,104.2,1,24,82.8,29,0,0,1,0,9,7,0.4,9.0
