player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,S,OREGON ST,1,7,0,265,0,,,100.0,,,0,0,,72.1,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,100.0,5.0,5.0,0,0,0.0,56.5,0,18,0.0,0,0,118.8,1,5,71.4,5,0,2,1,0,18,8,3.6,18.0
James Camden,53418,LB,W MICHIGAN,1,32,0,347,0,,,57.1,,,0,0,,62.4,0,,,0,0,0.0,0,4,12.5,7,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,80.0,16.0,16.0,0,0,0.0,71.4,0,3,0.0,0,0,79.2,1,16,50.0,20,1,2,1,0,3,2,0.2,3.0
Shaun Myers,62235,LB,COLORADO,1,11,0,143,0,,,40.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,18.2,5,0,0,0,0,0,0,0.0,,0,0,6.0,0.0,90.0,,4.5,0,1,50.0,76.5,0,,,0,1,39.6,0,9,81.8,10,0,0,2,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,34,0,284,0,22.0,0.0,62.5,,5.0,0,0,0.0,42.4,0,,,0,0,39.6,0,5,14.7,8,0,0,1,0,0,0,0.0,,0,0,,,89.7,,,0,0,,65.8,0,,0.0,0,0,0.0,0,26,76.5,29,1,1,0,0,0,0,0.0,
Korey Foreman,70831,ED,FRESNO ST,1,4,0,169,0,,,60.0,,,1,1,,72.5,0,,,0,1,0.0,0,3,75.0,5,0,0,0,0,0,0,0.0,,0,0,,,5.9,,,0,0,,56.0,0,,100.0,1,0,0.0,0,1,25.0,17,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,7,0,321,0,12.0,0.0,100.0,,5.0,0,1,100.0,78.1,0,,,0,1,39.6,0,5,71.4,5,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.0,0,,0.0,0,0,0.0,0,2,28.6,2,0,1,0,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,1,0,110,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,7,0,103,0,,,100.0,,,0,0,,63.3,0,,0.0,0,0,0.0,0,2,28.6,2,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,
DJ Harvey,72089,CB,USC,1,14,0,326,0,10.0,50.0,100.0,5.0,2.5,0,1,50.0,65.3,0,24,100.0,1,1,93.8,1,5,35.7,5,0,0,2,0,24,7,4.8,24.0,0,0,,,100.0,,,0,0,,64.5,0,,,0,0,0.0,0,8,57.1,8,0,0,0,0,0,0,0.0,
Raider Damuni,72338,S,BYU,1,28,0,128,0,17.0,33.3,100.0,14.0,4.7,0,0,0.0,62.9,0,33,,0,0,75.7,1,14,50.0,14,1,0,3,0,33,37,2.4,33.0,0,0,,,100.0,,,0,0,,64.0,0,,,0,0,0.0,0,9,32.1,9,0,0,0,0,0,0,0.0,
