player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Justin Weaver,126597,CB,ARMY,1,8,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,7,87.5,7,0,0,0,0,0,0,0.0,
Jaydan Mayes,133971,CB,ARMY,1,7,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,57.1,4,0,0,0,0,0,0,0.0,
Kyle Jacob,144318,LB,NAVY,1,14,0,237,0,,,75.0,,,0,0,,60.7,0,,,0,0,0.0,0,3,21.4,4,0,0,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,61.9,0,,,0,0,0.0,0,8,57.1,10,0,0,0,0,0,0,0.0,
Rayuan Lane III,144326,S,NAVY,1,18,0,237,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,5,27.8,5,0,0,0,0,0,0,0.0,,0,0,15.5,50.0,100.0,5.0,2.5,0,1,25.0,43.2,0,18,0.0,0,0,66.7,2,10,55.6,10,0,1,4,0,22,0,2.2,11.0
Dashaun Peele,144335,CB,NAVY,1,18,0,237,0,,,100.0,,,0,0,,44.5,0,,,0,0,0.0,0,5,27.8,5,0,0,0,0,0,0,0.0,,0,0,18.3,33.3,100.0,10.0,3.3,0,0,0.0,61.2,1,5,,0,0,2.8,1,10,55.6,10,0,0,3,0,5,5,0.5,5.0
Colin Ramos,144338,LB,NAVY,1,12,0,237,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,5,0,0,0,0,0,0,,,0,0,,,80.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,8,66.7,10,1,1,0,0,0,0,0.0,
Mbiti Williams Jr.,144352,S,NAVY,1,18,0,237,0,7.5,100.0,100.0,1.5,1.5,0,0,0.0,54.1,0,23,0.0,0,0,156.3,2,5,27.8,5,1,1,2,1,24,9,8.0,12.0,0,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,10,55.6,10,0,0,0,0,0,0,0.0,
Chance Keith,147333,S,ARMY,1,10,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,63.9,0,,0.0,0,0,0.0,0,6,60.0,9,1,1,0,0,0,0,0.0,
Max DiDomenico,147338,S,ARMY,1,13,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-4.0,0.0,100.0,,9.0,0,0,0.0,65.2,0,,0.0,0,0,39.6,0,9,69.2,9,0,1,1,0,0,0,0.0,
Andrew Duhart,162545,CB,NAVY,1,18,0,237,0,24.0,0.0,100.0,,3.0,0,0,0.0,46.3,0,,,0,0,39.6,0,5,27.8,5,0,0,1,0,0,0,0.0,,0,0,23.0,0.0,100.0,,3.3,0,1,33.3,80.8,0,,,0,1,39.6,0,10,55.6,10,0,0,3,0,0,0,0.0,
