player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,CB,OREGON ST,1,6,0,265,0,4.0,100.0,100.0,2.0,2.0,0,0,0.0,52.6,0,8,0.0,0,0,100.0,1,2,33.3,2,0,1,1,0,8,4,4.0,8.0,0,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,4,66.7,4,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,LB,UCF,1,23,0,323,0,,,88.9,,,0,0,,70.7,0,,,0,0,0.0,0,16,69.6,18,0,0,0,0,0,0,0.0,,0,0,7.0,100.0,75.0,6.0,6.0,0,0,0.0,43.0,0,9,,0,0,104.2,1,6,26.1,8,0,0,1,0,9,2,1.5,9.0
Jaheim Thomas,54193,LB,WISCONSIN,1,14,0,349,0,-2.0,0.0,66.7,,2.0,0,0,0.0,60.6,0,,,0,0,39.6,0,2,14.3,3,0,0,1,0,0,0,0.0,,0,0,-3.0,100.0,80.0,12.0,12.0,0,0,0.0,61.7,0,1,0.0,0,0,79.2,1,12,85.7,15,1,1,1,0,1,4,0.1,1.0
Jaiden Cameron,62277,ED,NWESTERN,1,1,0,256,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,
Barry Brown,62724,LB,COAST CAR,1,10,0,141,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,100.0,8.0,8.0,0,0,0.0,60.5,0,4,0.0,0,0,83.3,1,8,80.0,8,1,1,1,0,4,6,0.5,4.0
Josh Minkins,66051,S,CINCINNATI,1,32,0,138,0,,,100.0,,,0,0,,64.5,0,,0.0,0,0,0.0,0,5,15.6,5,0,1,0,0,0,0,0.0,,0,0,13.0,0.0,100.0,,16.0,0,1,100.0,74.2,0,,,0,1,39.6,0,16,50.0,16,0,0,1,0,0,0,0.0,
Ty Hamilton,66298,DI,OHIO STATE,1,2,0,260,0,,,20.0,,,0,0,,59.5,0,,,0,0,0.0,0,1,50.0,5,0,0,0,0,0,0,0.0,,0,0,4.0,0.0,9.1,,1.0,0,0,0.0,59.3,0,,,0,0,39.6,0,1,50.0,11,0,0,1,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,38,0,169,0,,,76.9,,,0,0,,64.0,0,,,0,0,0.0,0,10,26.3,13,0,0,0,0,0,0,0.0,,0,0,6.0,50.0,100.0,19.0,9.5,0,0,0.0,65.4,0,8,,0,0,60.4,1,20,52.6,20,0,0,2,0,8,0,0.4,8.0
Domani Jackson,71370,CB,ALABAMA,1,20,0,103,1,18.0,25.0,100.0,10.0,2.5,0,1,25.0,73.3,1,11,0.0,0,1,0.0,1,10,50.0,10,0,0,4,0,11,0,1.1,11.0,0,0,32.0,100.0,100.0,8.0,8.0,0,0,0.0,52.5,0,31,,0,0,158.3,1,9,45.0,9,0,0,1,1,31,0,3.9,31.0
William Nimmo Jr.,71391,S,S DIEGO ST,1,15,0,284,0,5.0,0.0,100.0,,6.0,0,0,0.0,62.0,0,,,0,0,39.6,0,6,40.0,6,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,9,60.0,9,0,0,0,0,0,0,0.0,
Akili Arnold,71406,S,USC,1,38,0,326,0,3.0,100.0,100.0,8.0,8.0,0,0,0.0,73.1,0,4,0.0,0,0,83.3,1,9,23.7,9,1,1,1,0,4,1,0.5,4.0,0,1,15.5,100.0,96.4,13.5,13.5,0,0,0.0,54.3,0,25,20.0,1,0,118.8,2,27,71.1,28,0,3,2,0,35,4,1.3,17.5
Easton Mascarenas-Arnold,71410,LB,USC,1,38,0,326,0,,,77.8,,,0,0,,63.0,0,,,0,0,0.0,0,7,18.4,9,0,0,0,0,0,0,0.0,,0,0,3.8,100.0,86.2,6.3,6.3,0,0,0.0,29.6,1,17,16.7,1,0,118.8,4,25,65.8,29,0,5,4,1,54,39,2.2,13.5
DJ Harvey,72089,CB,S JOSE ST,1,28,0,285,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,10.7,3,0,0,0,0,0,0,0.0,,0,0,12.6,60.0,95.5,7.0,4.2,0,0,0.0,76.6,1,12,0.0,0,0,35.0,3,21,75.0,22,1,3,5,0,27,2,1.3,9.0
Kamren Fabiculanan,72332,S,WASHINGTON,1,10,0,340,0,-3.0,0.0,66.7,,2.0,0,0,0.0,61.0,0,,,0,0,39.6,0,2,20.0,3,0,0,1,0,0,0,0.0,,0,0,3.0,100.0,88.9,4.0,4.0,0,0,0.0,44.3,0,11,0.0,0,0,102.1,2,8,80.0,9,0,2,2,0,17,11,2.1,8.5
Raider Damuni,72338,S,BYU,1,24,0,128,0,5.0,100.0,100.0,10.0,10.0,0,0,0.0,64.4,0,5,,0,0,87.5,1,11,45.8,11,0,0,1,0,5,0,0.5,5.0,0,0,-2.0,100.0,100.0,4.5,4.5,0,0,0.0,40.2,0,17,100.0,1,0,112.5,2,9,37.5,9,0,0,2,0,22,26,2.4,11.0
Logan Pili,72354,LB,UTAH ST,1,1,0,329,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,
Noa Pola-Gates,72535,CB,NEW MEXICO,1,3,0,241,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,30.1,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Jadon Pearson,72538,LB,UTAH ST,1,4,0,329,0,,,50.0,,,0,0,,52.7,0,,100.0,1,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,60.3,0,,,0,0,0.0,0,3,75.0,4,0,0,0,0,0,0,0.0,
Henry Ikahihifo,73151,ED,NEVADA,1,5,0,239,0,,,23.1,,,0,0,,60.7,0,,,0,0,0.0,0,3,60.0,13,0,0,0,0,0,0,0.0,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,13,0,0,0,0,0,0,0.0,
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,20,0,101,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,1,0,0,0,0,0,0,0.0,,0,0,13.0,100.0,90.5,9.0,9.0,0,0,0.0,55.2,0,19,,0,0,118.8,2,19,95.0,21,0,0,2,0,30,4,1.7,15.0
Marco Notarainni,73389,LB,BOISE ST,1,9,0,120,1,,,14.3,,,0,0,,60.8,0,,0.0,0,0,0.0,0,1,11.1,7,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.8,0,,0.0,0,0,0.0,0,7,77.8,7,0,1,0,0,0,0,0.0,
Taariq Al-Uqdah,74119,LB,WASH STATE,1,27,0,341,0,,,66.7,,,0,0,,62.0,0,,,0,0,0.0,0,4,14.8,6,0,0,0,0,0,0,0.0,,0,0,2.5,100.0,90.5,4.5,4.5,0,0,0.0,56.6,0,9,50.0,1,0,95.8,4,19,70.4,21,1,1,4,0,28,18,1.6,7.0
Justin Sinclair,74258,S,HAWAII,1,31,0,180,0,3.0,100.0,100.0,12.0,12.0,0,0,0.0,58.5,0,4,0.0,0,0,83.3,1,13,41.9,13,0,1,1,0,4,1,0.3,4.0,0,0,4.0,50.0,100.0,11.0,5.5,0,0,0.0,65.7,0,5,0.0,0,0,56.3,1,11,35.5,11,1,1,2,0,5,1,0.5,5.0
Zion Branch,74395,S,USC,1,29,0,326,1,5.5,50.0,100.0,9.0,4.5,0,1,50.0,83.9,0,4,0.0,0,1,56.3,1,9,31.0,9,1,2,2,0,4,1,0.4,4.0,0,0,21.0,33.3,100.0,19.0,6.3,0,1,33.3,68.6,0,32,,0,1,113.9,1,19,65.5,19,0,0,3,1,32,0,1.7,32.0
Jaymar Mundy,75041,CB,W KENTUCKY,1,10,0,346,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,3,30.0,3,0,0,0,0,0,0,0.0,
Silas Walters,75263,S,MIAMI OH,1,51,0,221,0,17.0,100.0,100.0,3.0,3.0,0,0,0.0,54.0,0,19,0.0,0,0,118.8,1,3,5.9,3,0,1,1,0,19,2,6.3,19.0,0,1,,,100.0,,,0,1,,67.3,0,,0.0,0,1,0.0,0,35,68.6,35,0,0,0,0,0,0,0.0,
Chuck Hicks,75816,LB,MISSOURI,1,15,0,229,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,54.6,0,12,,0,0,116.7,1,2,13.3,2,0,0,1,0,12,15,12.0,12.0,0,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,9,60.0,9,0,0,0,0,0,0,0.0,
Antonio Colclough,76813,ED,BUFFALO,1,1,0,126,0,,,20.0,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,
Daniel Bolden,77252,LB,TOLEDO,1,18,0,316,0,,,66.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,11.1,3,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,86.7,13.0,13.0,0,0,0.0,48.4,0,6,,0,0,91.7,1,13,72.2,15,0,0,1,0,6,6,0.5,6.0
Keye Thompson,77266,LB,PITTSBURGH,1,15,0,268,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,13.3,2,0,0,0,0,0,0,0.0,,0,0,,,88.9,,,0,0,,63.6,0,,,0,0,0.0,0,8,53.3,9,0,0,0,0,0,0,0.0,
Tory Spears,78134,S,TEXAS ST,1,13,0,314,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,56.9,0,,50.0,1,0,0.0,0,10,76.9,10,0,1,0,0,0,0,0.0,
