player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Cole Pearce,52970,LB,BALL ST,1,28,0,117,0,13.0,0.0,81.3,,13.0,0,0,0.0,62.0,0,,,0,0,39.6,0,13,46.4,16,0,0,1,0,0,0,0.0,,0,0,-6.0,100.0,93.8,14.0,14.0,0,0,0.0,71.7,0,1,0.0,0,0,79.2,1,15,53.6,16,1,2,1,0,1,7,0.1,1.0
DeShawn Pace,53549,S,CINCINNATI,1,24,0,138,0,41.0,0.0,75.0,,4.0,0,0,0.0,46.8,0,,,0,0,39.6,0,6,25.0,8,0,0,1,0,0,0,0.0,,0,0,1.7,100.0,86.7,4.3,4.3,0,0,0.0,45.2,0,8,,0,0,97.2,3,13,54.2,15,0,0,3,0,22,17,1.7,7.3
Jaheim Thomas,54193,LB,ARKANSAS,1,23,0,111,0,-2.5,100.0,50.0,2.5,2.5,0,0,0.0,60.1,0,11,50.0,1,0,89.6,2,6,26.1,12,2,1,2,0,11,16,2.2,5.5,0,0,,,100.0,,,0,0,,53.2,0,,100.0,1,0,0.0,0,11,47.8,11,0,0,0,0,0,0,0.0,
Jordan Strachan,55198,ED,S CAROLINA,1,4,0,289,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,5,0,0,0,0,0,0,0.0,,0,1,,,14.3,,,0,0,,62.2,0,,0.0,0,0,0.0,0,3,75.0,21,0,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,1,52,0,316,0,,,81.8,,,0,0,,63.6,0,,,0,0,0.0,0,9,17.3,11,0,0,0,0,0,0,0.0,,0,1,2.5,100.0,97.4,16.5,16.5,0,0,0.0,68.3,0,8,0.0,0,0,91.7,2,37,71.2,38,1,3,2,0,12,7,0.4,6.0
Korey Hernandez,55796,CB,E MICHIGAN,1,14,0,160,0,6.5,0.0,100.0,,4.5,0,0,0.0,56.6,0,,,0,0,39.6,0,9,64.3,9,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,
Myles Jones,56220,CB,DUKE,1,27,0,154,0,22.0,33.3,100.0,12.0,4.0,0,2,66.7,73.1,0,9,0.0,0,1,42.4,1,12,44.4,12,0,1,3,0,9,2,0.8,9.0,0,0,5.0,0.0,100.0,,13.0,0,0,0.0,89.5,1,,,0,0,0.0,0,13,48.1,13,0,0,1,0,0,0,0.0,
Bryson Jackson,57738,S,BAYLOR,1,14,0,118,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,0,15.8,75.0,91.7,3.3,2.5,0,0,0.0,41.0,0,35,50.0,1,0,104.2,3,11,78.6,12,1,1,4,0,38,6,3.8,12.7
Jerry Roberts,57759,LB,UMASS,1,23,0,216,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,5,21.7,5,0,0,0,0,0,0,0.0,,0,0,,,90.9,,,0,0,,63.6,0,,,0,0,0.0,0,10,43.5,11,0,0,0,0,0,0,0.0,
Isaac Ukwu,57888,ED,OLE MISS,1,6,0,226,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,9,2,1,0,0,0,0,,,0,0,,,36.4,,,0,0,,60.8,0,,,0,0,0.0,0,4,66.7,11,0,0,0,0,0,0,0.0,
Malik Robinson,58044,LB,HOUSTON,1,34,0,182,0,,,50.0,,,0,0,,77.5,0,,,0,0,0.0,0,5,14.7,10,0,0,0,0,0,0,0.0,,0,1,-3.0,100.0,92.6,12.0,12.0,0,0,0.0,47.1,0,9,0.0,0,0,95.8,2,25,73.5,27,0,1,2,0,14,20,0.6,7.0
Monty Montgomery,58203,LB,OLE MISS,1,22,0,226,0,,,50.0,,,0,0,,61.6,0,,,0,0,0.0,0,5,22.7,10,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,91.7,11.0,11.0,0,0,0.0,47.2,0,16,,0,0,118.8,1,11,50.0,12,0,0,1,0,16,17,1.5,16.0
Londyn Craft,60689,LB,E MICHIGAN,1,4,0,160,0,,,100.0,,,0,0,,72.4,0,,0.0,0,0,0.0,0,3,75.0,3,1,1,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Eddie Heckard,63024,CB,BYU,1,47,0,128,0,9.0,50.0,100.0,13.0,6.5,0,1,50.0,55.6,0,12,0.0,0,0,68.8,1,15,31.9,15,0,1,2,0,12,1,0.9,12.0,0,1,1.3,100.0,92.9,6.3,6.3,0,0,0.0,62.0,0,13,33.3,1,0,91.7,4,26,55.3,28,2,1,4,0,24,19,1.0,6.0
Kam Butler,63872,ED,VIRGINIA,1,3,0,335,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,-3.0,100.0,7.7,2.0,2.0,0,0,0.0,48.6,0,15,100.0,1,0,118.8,1,2,66.7,26,1,0,1,0,15,18,7.5,15.0
Tate Romney,70946,LB,ARIZONA ST,1,33,0,110,0,,,37.5,,,0,0,,61.1,0,,,0,0,0.0,0,3,9.1,8,0,0,0,0,0,0,0.0,,0,0,9.7,100.0,100.0,7.3,7.3,0,0,0.0,46.9,0,15,0.0,0,0,118.1,3,23,69.7,23,0,1,3,0,37,8,1.7,12.3
Keyon Ware-Hudson,71322,DI,OREGON,1,1,0,264,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,59.3,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
