player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,CB,OREGON ST,1,1,0,265,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,LB,UCF,1,12,0,323,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,2,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,83.3,4.0,4.0,0,0,0.0,61.2,0,8,0.0,0,0,100.0,1,5,41.7,6,1,1,1,0,8,8,2.0,8.0
Eric Phillips,53572,ED,CINCINNATI,1,1,0,138,0,,,20.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,
Iesa Jarmon,53981,CB,AKRON,1,2,0,102,0,,,100.0,,,0,0,,45.7,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jaheim Thomas,54193,LB,WISCONSIN,1,23,0,349,0,0.7,66.7,92.9,6.0,4.0,0,0,0.0,52.6,0,24,0.0,0,0,96.5,2,13,56.5,14,1,1,3,0,28,30,2.3,14.0,0,0,3.0,100.0,72.7,4.0,4.0,0,0,0.0,54.5,0,25,0.0,0,0,118.8,2,8,34.8,11,1,1,2,0,27,21,3.4,13.5
Alex Howard,62494,LB,DUKE,1,32,0,154,0,6.0,50.0,80.0,12.0,6.0,0,0,0.0,54.9,0,5,,0,0,56.3,1,12,37.5,15,0,0,2,0,5,3,0.4,5.0,0,0,9.0,100.0,61.9,12.0,12.0,0,0,0.0,61.8,0,8,20.0,1,0,100.0,1,13,40.6,21,2,4,1,0,8,-1,0.7,8.0
Barry Brown,62724,LB,COAST CAR,1,14,0,141,0,,,40.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,14.3,5,0,0,0,0,0,0,0.0,,0,0,-6.0,100.0,100.0,11.0,11.0,0,0,0.0,52.9,0,16,100.0,1,0,118.8,1,12,85.7,12,0,0,1,0,16,22,1.5,16.0
Kam Butler,63872,ED,VIRGINIA,1,8,0,335,0,,,26.1,,,0,0,,52.4,0,,100.0,2,0,0.0,0,6,75.0,23,0,0,0,0,0,0,0.0,,0,0,,,12.5,,,0,0,,60.2,0,,,0,0,0.0,0,2,25.0,16,0,0,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,9,0,138,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,22.2,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,79.5,1,,,0,0,0.0,0,6,66.7,6,0,0,0,0,0,0,0.0,
Korey Foreman,70831,ED,FRESNO ST,1,2,0,169,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,7.0,0.0,22.2,,2.0,0,0,0.0,61.3,0,,0.0,0,0,39.6,0,2,100.0,9,1,1,1,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,45,0,169,0,4.0,50.0,89.5,14.0,7.0,0,0,0.0,52.6,0,7,0.0,0,0,58.3,1,17,37.8,19,1,2,2,0,7,1,0.5,7.0,0,0,0.8,50.0,88.9,12.0,6.0,0,0,0.0,57.5,0,8,50.0,1,0,57.3,2,24,53.3,27,0,1,4,0,13,25,0.5,6.5
Domani Jackson,71370,CB,ALABAMA,1,34,0,103,0,8.3,33.3,100.0,16.0,5.3,0,0,0.0,61.5,0,7,0.0,0,0,42.4,1,16,47.1,16,0,1,3,0,7,1,0.4,7.0,0,0,5.0,0.0,100.0,,17.0,0,1,100.0,61.1,0,,,0,1,39.6,0,17,50.0,17,0,0,1,0,0,0,0.0,
William Nimmo Jr.,71391,S,S DIEGO ST,1,11,0,284,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,15.0,0.0,100.0,,10.0,0,0,0.0,71.2,0,,,0,0,39.6,0,10,90.9,10,0,0,1,0,0,0,0.0,
Akili Arnold,71406,S,USC,1,22,0,326,0,-3.0,100.0,88.9,7.0,7.0,0,0,0.0,63.9,0,6,,0,0,91.7,1,8,36.4,9,0,0,1,0,6,9,0.9,6.0,0,0,-3.0,100.0,86.7,13.0,13.0,0,0,0.0,66.3,0,-3,0.0,0,0,79.2,1,13,59.1,15,1,1,1,0,-3,0,-0.2,-3.0
Easton Mascarenas-Arnold,71410,LB,USC,1,22,0,326,0,-1.0,100.0,77.8,6.0,6.0,0,0,0.0,81.9,0,1,0.0,0,0,79.2,1,7,31.8,9,1,2,1,0,1,2,0.2,1.0,0,1,5.3,100.0,93.3,4.7,4.7,0,0,0.0,47.2,1,16,0.0,0,0,71.5,3,14,63.6,15,0,2,3,0,32,16,2.3,10.7
DJ Harvey,72089,CB,S JOSE ST,1,20,0,285,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,10.0,2,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,9.0,9.0,0,0,0.0,76.0,0,6,0.0,0,0,85.4,2,18,90.0,18,2,2,2,0,9,5,0.5,4.5
Kamren Fabiculanan,72332,S,WASHINGTON,1,31,0,340,0,5.0,0.0,89.5,,15.0,0,1,100.0,84.9,0,,,0,1,39.6,0,17,54.8,19,0,0,1,0,0,0,0.0,,0,0,3.0,100.0,100.0,4.5,4.5,0,0,0.0,58.0,0,6,0.0,0,0,79.2,2,10,32.3,10,1,1,2,0,6,0,0.7,3.0
