player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,24,0,289,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,5,20.8,5,0,0,0,0,0,0,0.0,,0,0,43.0,100.0,100.0,16.0,16.0,0,0,0.0,30.8,0,60,100.0,1,0,158.3,1,16,66.7,16,0,0,1,1,60,17,3.8,60.0
Devin Taylor,22317,CB,BOWL GREEN,1,29,0,122,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,6.9,2,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,14.0,14.0,0,0,0.0,71.4,0,2,0.0,0,0,79.2,1,15,51.7,15,1,1,1,0,2,0,0.1,2.0
Cortez Davis,22974,CB,HAWAII,1,26,0,180,0,20.7,0.0,84.6,,3.7,0,0,0.0,71.8,0,,50.0,1,0,39.6,0,11,42.3,13,1,1,3,0,0,0,0.0,,0,1,12.0,33.3,100.0,8.0,2.7,0,1,33.3,64.5,0,6,0.0,0,1,42.4,1,9,34.6,9,0,1,3,0,6,7,0.8,6.0
Reggie Stubblefield,23441,S,KANSAS ST,1,37,0,199,0,9.0,0.0,63.6,,2.3,0,0,0.0,46.7,0,,,0,0,39.6,0,7,18.9,11,0,0,3,0,0,0,0.0,,0,0,-1.0,100.0,84.6,7.3,7.3,0,0,0.0,67.4,0,8,25.0,1,0,84.7,3,22,59.5,26,1,3,3,0,13,16,0.6,4.3
Colby Burton,23898,CB,HAWAII,1,5,0,180,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,
Darion Dunn,23963,CB,TEXAS,1,14,0,311,0,,,80.0,,,0,0,,63.1,0,,,0,0,0.0,0,4,28.6,5,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,6.0,6.0,0,1,100.0,66.5,0,10,100.0,1,1,108.3,1,6,42.9,6,0,0,1,0,10,4,1.7,10.0
Darren Evans,24171,CB,LSU,1,22,0,211,1,23.0,0.0,100.0,,5.0,0,1,50.0,80.5,0,,0.0,0,1,39.6,0,10,45.5,10,0,0,2,0,0,0,0.0,,0,0,-2.0,100.0,100.0,11.0,11.0,0,0,0.0,55.4,0,11,100.0,2,0,112.5,1,12,54.5,12,0,0,1,0,11,13,1.0,11.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,17,0,160,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,4,23.5,4,0,0,0,0,0,0,0.0,,0,0,2.0,0.0,100.0,,7.0,0,0,0.0,64.3,0,,,0,0,39.6,0,8,47.1,8,0,0,1,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,25,0,311,0,13.0,0.0,100.0,,4.0,1,0,0.0,72.2,0,,,0,0,39.6,0,5,20.0,5,1,0,1,0,0,0,0.0,,0,1,10.3,66.7,100.0,7.0,4.7,0,0,0.0,73.5,0,20,0.0,0,0,82.6,2,14,56.0,14,1,2,3,0,18,5,1.3,9.0
Richard Moore,28853,LB,SMU,1,13,0,287,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,3,0,0,0,0,0,0,0.0,,0,0,,,76.9,,,0,0,,62.6,0,,,0,0,0.0,0,10,76.9,13,0,0,0,0,0,0,0.0,
