player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,S,OREGON ST,1,11,0,265,0,28.0,0.0,100.0,,4.0,0,0,0.0,62.5,0,,,0,0,39.6,0,4,36.4,4,0,0,1,0,0,0,0.0,,0,0,,,83.3,,,0,0,,63.3,0,,,0,0,0.0,0,5,45.5,6,0,0,0,0,0,0,0.0,
James Camden,53418,LB,W MICHIGAN,1,15,0,347,0,,,100.0,,,0,0,,92.8,0,,0.0,0,0,0.0,0,3,20.0,3,0,1,0,0,0,0,0.0,,0,0,6.0,100.0,66.7,10.0,10.0,0,0,0.0,62.8,0,16,33.3,1,0,118.8,1,10,66.7,15,2,2,1,0,16,10,1.6,16.0
Ben Florentine,70644,DI,WYOMING,1,1,0,351,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,8,0,321,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Raider Damuni,72338,S,BYU,1,15,0,128,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,20.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.0,0,,,0,0,0.0,0,10,66.7,10,0,0,0,0,0,0,0.0,
Jadon Pearson,72538,LB,FRESNO ST,1,25,0,169,0,4.0,100.0,80.0,8.0,8.0,0,0,0.0,62.8,0,4,,0,0,83.3,1,8,32.0,10,0,0,1,0,4,0,0.5,4.0,0,0,-1.5,0.0,94.4,,8.0,0,0,0.0,64.8,0,,,0,0,39.6,0,17,68.0,18,0,0,2,0,0,0,0.0,
Silas Walters,75263,S,MIAMI OH,1,33,0,221,0,12.0,50.0,100.0,12.0,6.0,0,0,0.0,58.8,0,10,0.0,0,0,64.6,1,12,36.4,12,0,1,2,0,10,3,0.8,10.0,0,1,5.5,75.0,100.0,5.0,3.8,0,0,0.0,63.5,0,15,0.0,0,0,91.7,3,16,48.5,16,1,5,4,0,26,9,1.7,8.7
Brendon Harris,83446,S,MIDDLE TN,1,7,0,224,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,30.0,100.0,80.0,4.0,4.0,0,0,0.0,47.0,0,45,0.0,0,0,118.8,1,4,57.1,5,0,1,1,0,45,15,11.3,45.0
Jayden Dunlap,85725,CB,BYU,1,4,0,128,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,
Kalib Perry,86267,LB,LOUISVILLE,1,4,0,210,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,,,33.3,,,0,0,,62.5,0,,0.0,0,0,0.0,0,2,50.0,6,0,1,0,0,0,0,0.0,
