player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,CB,OREGON ST,1,1,0,265,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,LB,UCF,1,24,0,323,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,1,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,93.8,13.0,13.0,0,0,0.0,71.1,0,2,0.0,0,0,79.2,1,15,62.5,16,1,1,1,0,2,0,0.2,2.0
Jaheim Thomas,54193,LB,WISCONSIN,1,7,0,349,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,61.5,0,,,0,0,0.0,0,4,57.1,5,0,0,0,0,0,0,0.0,
Cheikhsaliou Fall,54240,ED,CAL,1,1,0,130,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,29,0,154,0,,,86.7,,,0,0,,64.4,0,,0.0,0,0,0.0,0,13,44.8,15,1,1,0,0,0,0,0.0,,0,0,-1.0,0.0,78.9,,15.0,0,0,0.0,63.4,0,,,0,0,39.6,0,15,51.7,19,1,0,1,0,0,0,0.0,
Barry Brown,62724,LB,COAST CAR,1,35,0,141,0,,,70.0,,,0,0,,61.8,0,,,0,0,0.0,0,7,20.0,10,0,0,0,0,0,0,0.0,,0,1,1.7,100.0,92.0,7.7,7.7,0,0,0.0,70.9,0,10,0.0,0,0,86.1,3,23,65.7,25,3,3,3,0,14,9,0.6,4.7
Josh Minkins,66051,S,CINCINNATI,1,22,0,138,0,,,80.0,,,0,0,,61.8,0,,,0,0,0.0,0,4,18.2,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.1,0,,,0,0,0.0,0,12,54.5,12,0,0,0,0,0,0,0.0,
Korey Foreman,70831,ED,FRESNO ST,1,7,0,169,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,11,0,0,0,0,0,0,0.0,,0,0,2.5,100.0,33.3,2.5,2.5,0,0,0.0,39.4,0,8,0.0,0,0,97.9,2,5,71.4,15,0,1,2,0,15,10,3.0,7.5
Tuasivi Nomura,70879,LB,FRESNO ST,1,35,0,169,0,2.0,100.0,61.5,8.0,8.0,0,0,0.0,64.3,0,6,0.0,0,0,91.7,1,8,22.9,13,0,1,1,0,6,4,0.8,6.0,0,4,10.0,100.0,87.0,20.0,20.0,0,0,0.0,55.8,0,13,0.0,0,0,118.8,1,20,57.1,23,0,1,1,0,13,3,0.7,13.0
Tate Romney,70946,LB,ARIZONA ST,1,6,0,110,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,4.0,4.0,0,0,0.0,51.6,0,9,0.0,0,0,104.2,1,4,66.7,4,0,1,1,0,9,4,2.3,9.0
