player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,S,OREGON ST,1,1,0,265,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.3,0,,0.0,0,0,0.0,0,1,100.0,1,0,1,0,0,0,0,0.0,
James Camden,53418,LB,W MICHIGAN,1,12,0,347,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,4,33.3,4,1,0,0,0,0,0,0.0,,0,0,,,57.1,,,0,0,,61.3,0,,,0,0,0.0,0,4,33.3,7,0,0,0,0,0,0,0.0,
Shaun Myers,62235,LB,COLORADO,1,4,0,143,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,19,,0,0,118.8,1,1,25.0,1,0,0,1,0,19,22,19.0,19.0,0,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,6,0,284,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,-4.0,0.0,100.0,,4.0,0,0,0.0,61.6,0,,,0,0,39.6,0,4,66.7,4,0,0,1,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,10,0,110,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,20.0,2,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,88.9,8.0,8.0,0,0,0.0,41.9,0,9,100.0,1,0,104.2,1,8,80.0,9,0,0,1,0,9,13,1.1,9.0
Domani Jackson,71370,CB,ALABAMA,1,25,0,103,0,29.0,100.0,100.0,4.0,4.0,0,0,0.0,29.4,0,38,,0,0,158.3,1,4,16.0,4,0,0,1,1,38,9,9.5,38.0,0,0,17.0,0.0,95.2,,19.0,0,1,100.0,68.6,0,,,0,1,39.6,0,20,80.0,21,0,0,1,0,0,0,0.0,
Solomone Langi,72318,DI,S JOSE ST,1,1,0,285,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
Raider Damuni,72338,S,BYU,1,15,0,128,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,13.3,2,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,92.3,6.0,6.0,0,0,0.0,72.8,0,11,0.0,0,0,93.8,2,12,80.0,13,1,2,2,0,13,15,1.1,6.5
Marco Notarainni,73389,LB,BOISE ST,1,19,0,120,0,,,61.5,,,0,0,,63.8,0,,,0,0,0.0,0,8,42.1,13,0,0,0,0,0,0,0.0,,0,0,2.5,100.0,69.2,4.5,4.5,0,0,0.0,65.4,0,12,,0,0,95.8,2,9,47.4,13,0,0,2,0,14,9,1.6,7.0
Trent Whalen,73609,LB,ARKANSAS,1,4,0,111,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,75.0,3.0,3.0,0,0,0.0,49.9,0,18,0.0,0,0,118.8,1,3,75.0,4,0,1,1,0,18,13,6.0,18.0
Silas Walters,75263,S,MIAMI OH,1,29,0,221,0,22.7,0.0,100.0,,6.0,0,1,33.3,78.7,0,,,0,0,39.6,0,20,69.0,20,0,0,3,0,0,0,0.0,,0,0,17.3,33.3,100.0,6.0,2.0,0,0,0.0,93.6,1,12,0.0,0,0,6.9,1,6,20.7,6,0,1,3,0,12,5,2.0,12.0
Brendon Harris,83446,S,MIDDLE TN,1,3,0,224,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
