player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,10,0,193,0,,,66.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,20.0,3,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,62.6,0,,,0,0,0.0,0,6,60.0,8,0,0,0,0,0,0,0.0,
Kyle Pugh,35900,LB,N ILLINOIS,1,15,0,254,0,,,80.0,,,0,0,,62.1,0,,,0,0,0.0,0,4,26.7,5,0,0,0,0,0,0,0.0,,0,1,5.5,50.0,81.8,9.0,4.5,0,0,0.0,62.5,0,11,0.0,0,0,66.7,1,9,60.0,11,0,0,2,0,11,0,1.2,11.0
Jordan Carmouche,39951,LB,ARK STATE,1,33,0,113,0,,,83.3,,,0,0,,61.1,0,,,0,0,0.0,0,5,15.2,6,0,0,0,0,0,0,0.0,,0,0,,,92.9,,,0,0,,54.3,0,,100.0,1,0,0.0,0,13,39.4,14,1,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,41,0,347,0,-1.0,100.0,100.0,5.0,5.0,0,0,0.0,52.2,0,3,0.0,0,0,79.2,1,5,12.2,5,0,1,1,0,3,4,0.6,3.0,0,0,7.5,33.3,100.0,8.0,2.7,0,0,0.0,89.2,1,9,0.0,0,0,2.8,2,17,41.5,17,1,3,6,0,13,0,0.8,6.5
Brandon Bouyer-Randle,42637,LB,UCONN,1,19,0,146,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,-2.5,50.0,76.5,12.0,6.0,0,0,0.0,45.5,0,3,,0,0,56.3,1,13,68.4,17,0,0,2,0,3,7,0.3,3.0
Clifford Chattman,42657,S,UTSA,1,60,0,331,0,21.0,100.0,100.0,8.0,8.0,1,0,0.0,63.2,0,27,,0,0,118.8,1,8,13.3,8,0,0,1,0,27,6,3.4,27.0,0,2,10.5,50.0,100.0,32.0,16.0,0,0,0.0,65.1,0,-1,0.0,0,0,56.3,1,36,60.0,36,1,2,2,0,-1,1,0.0,-1.0
Anthony Watts,42807,DI,MARSHALL,1,3,0,214,0,17.0,100.0,12.5,1.0,1.0,0,0,0.0,60.0,0,49,,0,0,118.8,1,1,33.3,8,0,0,1,0,49,32,49.0,49.0,0,0,,,25.0,,,0,0,,57.8,0,,,0,0,0.0,0,2,66.7,8,0,0,0,0,0,0,0.0,
Justin Clark,43185,CB,WISCONSIN,1,14,0,349,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,3,21.4,3,0,0,0,0,0,0,0.0,,0,0,8.5,100.0,100.0,4.5,4.5,0,0,0.0,41.4,0,15,0.0,0,0,108.3,2,10,71.4,10,1,2,2,0,20,3,2.2,10.0
Jaydon Grant,43354,S,OREGON ST,1,28,0,265,0,,,88.9,,,0,0,,48.8,0,,,0,0,0.0,0,8,28.6,9,0,0,0,0,0,0,0.0,,0,2,,,100.0,,,0,0,,69.8,0,,0.0,0,0,0.0,0,19,67.9,19,0,1,0,0,0,0,0.0,
Jon-Michael Terry,43635,LB,TULSA,1,15,0,320,0,0.0,100.0,25.0,4.0,4.0,0,0,0.0,49.5,0,3,,0,0,79.2,1,4,26.7,16,1,0,1,0,3,3,0.8,3.0,0,0,4.5,100.0,60.0,3.0,3.0,0,0,0.0,39.0,0,16,,0,0,110.4,2,6,40.0,10,0,0,2,0,21,12,3.5,10.5
