player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,27,0,193,0,,,75.0,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,11.1,4,0,1,0,0,0,0,0.0,,0,0,17.0,100.0,78.3,18.0,18.0,0,0,0.0,56.2,0,18,,0,0,118.8,1,18,66.7,23,0,0,1,0,18,1,1.0,18.0
Kyle Pugh,35900,LB,N ILLINOIS,1,12,0,254,1,-4.0,100.0,40.0,4.0,4.0,0,0,0.0,50.9,0,8,0.0,0,0,100.0,1,4,33.3,10,0,0,1,0,8,12,2.0,8.0,0,0,,,85.7,,,0,0,,64.0,0,,0.0,0,0,0.0,0,6,50.0,7,0,1,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,31,0,113,0,,,80.0,,,0,0,,60.4,0,,,0,0,0.0,0,4,12.9,5,0,0,0,0,0,0,0.0,,0,1,1.0,0.0,92.6,,24.0,0,0,0.0,66.5,0,,0.0,0,0,39.6,0,25,80.6,27,0,0,1,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,39,0,347,0,,,100.0,,,0,0,,66.0,0,,0.0,0,0,0.0,0,8,20.5,8,0,1,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,15.0,15.0,0,0,0.0,71.8,0,5,0.0,0,0,87.5,1,16,41.0,16,1,2,1,0,5,0,0.3,5.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,32,0,146,0,,,50.0,,,0,0,,62.9,0,,,0,0,0.0,0,6,18.8,12,0,0,0,0,0,0,0.0,,0,1,6.0,66.7,76.9,9.5,6.3,0,0,0.0,62.0,1,11,33.3,1,0,40.3,2,20,62.5,26,0,1,3,0,16,9,0.8,8.0
Clifford Chattman,42657,S,UTSA,1,34,0,331,0,26.5,50.0,100.0,4.0,2.0,0,0,0.0,35.7,0,35,,0,0,95.8,1,4,11.8,4,0,0,2,0,35,0,8.8,35.0,0,2,12.0,16.7,100.0,27.0,4.5,0,0,0.0,57.8,0,4,0.0,0,0,39.6,1,27,79.4,27,0,4,6,0,4,6,0.1,4.0
Justin Clark,43185,CB,WISCONSIN,1,11,0,349,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,100.0,10.0,10.0,0,0,0.0,58.7,0,11,100.0,1,0,112.5,1,10,90.9,10,0,0,1,0,11,5,1.1,11.0
Ryan McWood,43189,LB,MIAMI OH,1,31,0,221,0,,,50.0,,,0,0,,63.7,0,,100.0,1,0,0.0,0,7,22.6,14,0,0,0,0,0,0,0.0,,0,1,-1.0,100.0,84.0,21.0,21.0,0,0,0.0,71.0,0,2,0.0,0,0,79.2,1,21,67.7,25,0,0,1,0,2,3,0.1,2.0
Jaydon Grant,43354,S,OREGON ST,1,37,0,265,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,3,8.1,3,0,0,0,0,0,0,0.0,,0,0,22.3,33.3,81.1,30.0,10.0,1,0,0.0,69.0,0,5,33.3,1,0,42.4,1,30,81.1,37,0,2,3,0,5,0,0.2,5.0
Jon-Michael Terry,43635,LB,TULSA,1,13,0,320,0,17.0,0.0,41.7,,5.0,0,0,0.0,69.6,0,,,0,0,39.6,0,5,38.5,12,0,0,1,0,0,0,0.0,,0,0,,,80.0,,,0,0,,63.3,0,,100.0,1,0,0.0,0,8,61.5,10,0,0,0,0,0,0,0.0,
Sione Tupou,44093,LB,TEXAS ST,1,39,0,314,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,5.1,2,0,0,0,0,0,0,0.0,,0,0,1.7,50.0,97.1,11.0,5.5,0,0,0.0,70.3,0,4,0.0,0,0,56.3,3,34,87.2,35,1,2,6,0,5,5,0.2,1.7
Semisi Fakasiieiki,44340,LB,PURDUE,1,14,0,273,0,7.0,0.0,100.0,,2.0,0,0,0.0,53.8,0,,,0,0,39.6,0,2,14.3,2,0,0,1,0,0,0,0.0,,0,1,,,100.0,,,0,0,,54.7,0,,0.0,0,0,0.0,0,9,64.3,9,0,0,0,0,0,0,0.0,
Antwaine Richardson,49364,S,KENT STATE,1,39,0,201,0,7.7,33.3,100.0,6.0,2.0,0,1,33.3,56.2,0,1,100.0,1,1,42.4,1,7,17.9,7,0,0,3,0,1,5,0.2,1.0,0,0,7.6,100.0,100.0,4.6,4.6,0,0,0.0,60.2,0,21,25.0,1,0,114.2,5,23,59.0,23,0,3,5,0,57,19,2.5,11.4
