player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,30,0,289,0,0.0,100.0,90.0,4.5,4.5,0,0,0.0,58.3,0,21,0.0,0,0,147.9,2,9,30.0,10,2,1,2,1,20,20,2.2,10.0,0,0,,,100.0,,,0,0,,67.9,0,,0.0,0,0,0.0,0,16,53.3,16,1,2,0,0,0,0,0.0,
Devin Taylor,22317,CB,BOWL GREEN,1,33,0,122,1,,,100.0,,,0,0,,65.4,0,,0.0,0,0,0.0,0,7,21.2,7,0,0,0,0,0,0,0.0,,0,1,1.0,50.0,100.0,17.0,8.5,0,1,50.0,65.1,0,3,0.0,0,1,56.3,1,17,51.5,17,0,0,2,0,3,6,0.2,3.0
Dru Prox,23093,LB,UTSA,1,17,0,331,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,5,29.4,5,0,0,0,0,0,0,0.0,,0,0,12.0,50.0,100.0,9.0,4.5,0,0,0.0,47.6,0,40,,0,0,135.4,1,9,52.9,9,0,0,2,1,40,21,4.4,40.0
Darion Dunn,23963,CB,TEXAS,1,19,0,311,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,3,15.8,3,0,0,0,0,0,0,0.0,,0,0,53.0,100.0,100.0,8.0,8.0,0,0,0.0,51.2,0,52,,0,0,158.3,1,9,47.4,9,0,0,1,1,52,0,6.5,52.0
Darren Evans,24171,CB,LSU,1,7,0,211,0,-4.0,100.0,100.0,4.0,4.0,0,0,0.0,37.1,0,9,,0,0,104.2,1,5,71.4,5,0,0,1,0,9,13,2.3,9.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Alvinoski LaFleur,24504,S,E MICHIGAN,1,43,0,160,0,13.0,0.0,95.2,,19.0,0,0,0.0,58.1,0,,,0,0,39.6,0,20,46.5,21,0,0,1,0,0,0,0.0,,0,0,25.7,33.3,100.0,17.0,5.7,0,1,33.3,66.2,0,9,100.0,1,0,42.4,1,17,39.5,17,0,0,3,0,9,10,0.5,9.0
Jeremiah Moon,26453,LB,FLORIDA,1,23,0,163,0,,,27.3,,,0,0,,59.5,0,,0.0,0,0,0.0,0,3,13.0,11,1,1,0,0,0,0,0.0,,0,0,-1.5,100.0,70.8,7.5,7.5,0,0,0.0,71.7,0,3,0.0,0,0,79.2,2,17,73.9,24,1,2,2,0,5,8,0.3,2.5
Brenden Schooler,28253,S,TEXAS,1,5,0,311,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,65.3,0,,0.0,0,0,0.0,0,4,80.0,4,0,1,0,0,0,0,0.0,
Jack Jones,29050,CB,ARIZONA ST,1,45,0,110,0,11.0,50.0,100.0,7.0,3.5,1,2,25.0,85.8,1,19,0.0,0,2,32.3,4,30,66.7,30,0,3,8,0,54,25,1.9,13.5,0,0,-3.0,100.0,100.0,12.0,12.0,0,0,0.0,66.7,0,4,0.0,0,0,83.3,1,12,26.7,12,1,1,1,0,4,7,0.3,4.0
Marshaun Cameron,30624,CB,COLO STATE,1,23,0,144,0,18.0,0.0,100.0,,3.0,0,1,50.0,83.3,0,,,0,0,39.6,0,6,26.1,6,0,0,2,0,0,0,0.0,,0,0,27.0,50.0,100.0,13.0,6.5,0,0,0.0,55.8,0,34,,0,0,135.4,1,13,56.5,13,0,0,2,1,34,0,2.6,34.0
Denzel Feaster,34561,LB,UTSA,1,29,0,331,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,10.3,3,0,0,0,0,0,0,0.0,,0,0,,,94.7,,,0,0,,64.8,0,,,0,0,0.0,0,18,62.1,19,0,0,0,0,0,0,0.0,
