player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Dru Prox,23093,LB,UTSA,1,8,0,331,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,2,0,0,0,0,0,0,0.0,,0,0,,,85.7,,,0,0,,63.5,0,,0.0,0,0,0.0,0,6,75.0,7,0,1,0,0,0,0,0.0,
Kyle Pugh,35900,LB,N ILLINOIS,1,8,0,254,0,,,100.0,,,0,0,,63.1,0,,0.0,0,0,0.0,0,3,37.5,3,1,1,0,0,0,0,0.0,,0,0,7.0,0.0,71.4,,4.0,0,1,100.0,70.8,0,,,0,1,39.6,0,5,62.5,7,0,0,1,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,23,0,113,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.3,1,0,0,0,0,0,0,0.0,,0,0,2.3,66.7,94.4,8.5,5.7,0,0,0.0,50.7,0,13,0.0,0,0,77.1,2,17,73.9,18,1,3,3,0,14,11,0.8,7.0
Bricen Garner,42520,S,W MICHIGAN,1,17,0,347,0,12.0,0.0,100.0,,6.0,0,0,0.0,70.9,0,,,0,0,39.6,0,6,35.3,6,0,0,1,0,0,0,0.0,,0,0,,,81.8,,,0,0,,67.4,0,,,0,0,0.0,0,9,52.9,11,0,0,0,0,0,0,0.0,
Brandon Bouyer-Randle,42637,LB,UCONN,1,2,0,146,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,60.2,0,,,0,0,0.0,0,2,100.0,3,0,0,0,0,0,0,0.0,
Clifford Chattman,42657,S,UTSA,1,28,0,331,0,,,83.3,,,0,0,,62.6,0,,,0,0,0.0,0,5,17.9,6,0,0,0,0,0,0,0.0,,0,1,11.0,50.0,100.0,9.5,4.8,0,1,25.0,90.1,1,4,0.0,0,1,16.7,2,19,67.9,19,1,2,4,0,3,7,0.2,1.5
Justin Clark,43185,CB,WISCONSIN,1,2,0,349,0,8.0,100.0,100.0,2.0,2.0,0,0,0.0,52.6,0,11,0.0,0,0,112.5,1,2,100.0,2,0,1,1,0,11,3,5.5,11.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Ryan McWood,43189,LB,MIAMI OH,1,23,0,221,0,,,80.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,8,34.8,10,0,1,0,0,0,0,0.0,,0,0,6.0,0.0,92.3,,12.0,0,1,100.0,76.0,0,,0.0,0,1,39.6,0,12,52.2,13,0,1,1,0,0,0,0.0,
Jon-Michael Terry,43635,LB,TULSA,1,16,0,320,0,,,33.3,,,0,0,,61.2,0,,,0,0,0.0,0,3,18.8,9,1,0,0,0,0,0,0.0,,0,0,-2.0,100.0,100.0,6.0,6.0,0,0,0.0,43.7,0,13,,0,0,118.8,1,7,43.8,7,0,0,1,0,13,15,2.2,13.0
Sione Tupou,44093,LB,TEXAS ST,1,26,0,314,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,2.8,100.0,80.6,6.3,6.3,0,1,25.0,71.2,0,22,0.0,0,1,102.1,4,25,96.2,31,2,4,4,0,34,23,1.4,8.5
Semisi Fakasiieiki,44340,LB,PURDUE,1,4,0,273,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,80.0,,,0,0,,72.3,0,,0.0,0,0,0.0,0,4,100.0,5,1,1,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,1,53,0,180,1,,,91.7,,,0,0,,64.7,0,,0.0,0,0,0.0,0,11,20.8,12,0,0,0,0,0,0,0.0,,0,1,2.3,66.7,100.0,18.0,12.0,0,0,0.0,70.6,0,6,28.6,2,0,70.1,2,38,71.7,38,1,4,3,0,4,3,0.1,2.0
George Nyakwol,52203,S,RICE,1,22,0,275,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,8,36.4,8,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.6,0,,0.0,0,0,0.0,0,11,50.0,11,0,1,0,0,0,0,0.0,
Alii Matau,52219,LB,S JOSE ST,1,24,0,285,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,14.5,50.0,74.2,22.0,11.0,0,0,0.0,72.2,0,4,0.0,0,0,56.3,1,23,95.8,31,1,2,2,0,4,0,0.2,4.0
Rico Tolefree,52250,LB,S JOSE ST,1,3,0,285,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,-4.0,100.0,100.0,3.0,3.0,0,0,0.0,72.0,0,3,0.0,0,0,79.2,1,3,100.0,3,0,0,1,0,3,7,1.0,3.0
Tre White,52261,S,S JOSE ST,1,9,0,285,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,87.5,,,0,0,,65.4,0,,0.0,0,0,0.0,0,7,77.8,8,0,1,0,0,0,0,0.0,
Gabe Reid,52273,ED,UTAH,1,4,0,328,0,,,16.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,50.0,12,0,0,0,0,0,0,0.0,,0,0,,,8.0,,,0,0,,61.0,0,,0.0,0,0,0.0,0,2,50.0,25,1,1,0,0,0,0,0.0,
Bentlee Sanders,52291,S,NEVADA,1,46,0,239,0,5.5,100.0,100.0,6.0,6.0,0,0,0.0,45.2,0,10,0.0,0,0,106.3,2,13,28.3,13,0,3,2,0,19,8,1.6,9.5,0,0,9.8,50.0,96.4,9.0,4.5,0,1,16.7,67.6,0,28,0.0,0,1,78.5,3,27,58.7,28,1,4,6,0,50,8,1.9,16.7
Mekhi LaPointe,52315,S,USF,1,24,0,327,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,48.5,0,31,,0,0,158.3,2,4,16.7,4,0,0,2,1,35,37,8.8,17.5,0,0,,,100.0,,,0,0,,66.3,0,,,0,0,0.0,0,15,62.5,15,0,0,0,0,0,0,0.0,
Nick Roberts,52318,S,SMU,1,17,0,287,0,,,100.0,,,0,0,,42.1,0,,100.0,1,0,0.0,0,8,47.1,8,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,100.0,8.0,8.0,0,0,0.0,66.0,0,7,0.0,0,0,95.8,1,8,47.1,8,1,1,1,0,7,8,0.9,7.0
Bryce Dugan,52425,DI,OHIO,1,2,0,259,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,4.8,,,0,0,,59.9,0,,,0,0,0.0,0,1,50.0,21,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,LB,CINCINNATI,1,26,0,138,0,6.0,66.7,100.0,9.0,6.0,0,0,0.0,59.0,0,6,50.0,1,0,74.3,2,18,69.2,18,0,1,3,0,12,9,0.7,6.0,0,0,-3.0,100.0,88.9,8.0,8.0,0,0,0.0,70.4,0,2,,0,0,79.2,1,8,30.8,9,0,0,1,0,2,5,0.3,2.0
Ja'von Hicks,53569,S,CINCINNATI,1,37,0,138,0,11.5,50.0,100.0,10.5,5.3,0,0,0.0,57.0,0,11,0.0,0,0,65.6,2,21,56.8,21,1,3,4,0,21,4,1.0,10.5,0,0,25.5,50.0,100.0,16.0,8.0,0,1,50.0,70.7,0,11,,0,1,66.7,1,16,43.2,16,0,0,2,0,11,0,0.7,11.0
Ivan Pace Jr.,53587,LB,CINCINNATI,1,20,0,138,0,12.0,100.0,57.9,11.0,11.0,1,1,100.0,68.5,0,14,0.0,0,1,118.8,1,11,55.0,19,1,1,1,0,14,2,1.3,14.0,0,1,1.0,100.0,60.0,9.0,9.0,0,0,0.0,58.6,0,2,50.0,1,0,79.2,1,9,45.0,15,0,0,1,0,2,1,0.2,2.0
Carrington Valentine,53750,CB,KENTUCKY,1,20,0,202,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.5,100.0,100.0,4.0,4.0,0,0,0.0,78.0,0,6,0.0,0,0,85.4,4,16,80.0,16,2,5,4,0,18,12,1.1,4.5
Jaheim Thomas,54193,LB,CINCINNATI,1,11,0,138,2,,,37.5,,,0,0,,73.8,0,,0.0,0,0,0.0,0,3,27.3,8,0,0,0,0,0,0,0.0,,0,0,6.0,50.0,80.0,8.0,4.0,0,0,0.0,35.8,0,5,0.0,0,0,56.3,1,8,72.7,10,0,1,2,0,5,12,0.6,5.0
Devonni Reed,55046,S,S CAROLINA,1,5,0,289,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
Troy Brown,55050,LB,OLE MISS,1,18,0,226,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.6,1,0,0,0,0,0,0,0.0,,0,0,15.5,100.0,100.0,6.0,6.0,0,0,0.0,50.4,0,20,0.0,0,0,118.8,2,13,72.2,13,1,2,2,0,32,1,2.7,16.0
Wilson Huber,55090,LB,CINCINNATI,1,9,0,138,0,,,38.5,,,0,0,,62.3,0,,,0,0,0.0,0,5,55.6,13,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,66.7,4.0,4.0,0,0,0.0,61.4,0,6,,0,0,91.7,1,4,44.4,6,0,0,1,0,6,10,1.5,6.0
